ExperimentName	Subject	Session	Clock.Information	DataFile.Basename	Display.RefreshRate	ExperimentVersion	Group	RandomSeed	RuntimeCapabilities	RuntimeVersion	RuntimeVersionExpected	SessionDate	SessionStartDateTimeUtc	SessionTime	Slide1.DEVICE	Slide2.DEVICE	Slide3.DEVICE	StudioVersion	Welcome.DEVICE	Block	GetReady.DEVICE	List1	List1.Cycle	List1.Sample	List2	List2.Cycle	List2.Sample	PracticeReady.DEVICE	Procedure[Block]	Running[Block]	Trial	CardIMG1[Trial]	CardIMG2[Trial]	CardIMG3[Trial]	CardIMG4[Trial]	CardStim[Trial]	Category	CorrectAnswer[Trial]	List3	List3.Cycle	List3.Sample	List4	List4.Cycle	List4.Sample	PracticeList	PracticeList.Cycle	PracticeList.Sample	Procedure[Trial]	Running[Trial]	Slide4.ACC	Slide4.CRESP	Slide4.DEVICE	Slide4.DurationError	Slide4.OnsetDelay	Slide4.OnsetTime	Slide4.OnsetToOnsetTime	Slide4.RESP	Slide4.RT	Slide4.RTTime	SubTrial	CardIMG1[SubTrial]	CardIMG2[SubTrial]	CardIMG3[SubTrial]	CardIMG4[SubTrial]	CardStim[SubTrial]	ColorList	ColorList.Cycle	ColorList.Sample	ColorList2	ColorList2.Cycle	ColorList2.Sample	CorrectAnswer[SubTrial]	NonPerseverativeError	NumberList	NumberList.Cycle	NumberList.Sample	NumberList2	NumberList2.Cycle	NumberList2.Sample	PerseverativeError	Procedure[SubTrial]	Running[SubTrial]	ShapeList	ShapeList.Cycle	ShapeList.Sample	ShapeList2	ShapeList2.Cycle	ShapeList2.Sample	Slide5.ACC	Slide5.CRESP	Slide5.DEVICE	Slide5.DurationError	Slide5.OnsetDelay	Slide5.OnsetTime	Slide5.OnsetToOnsetTime	Slide5.RESP	Slide5.RT	Slide5.RTTime	TrialType
Wisconsin	1167	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1682940886994</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1167-3	60.008	1.0.0.242	1	-683244788	Full	3.0.3.80	3.0.3.80	11-26-2022	11/26/2022 8:27:06 AM	16:27:06	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	1	Button1.png	Button2.png	Button3.png	Button4.png	Greencircle3.png	顏色	{button1}							1	1	1	PracticeTrialProc	PracticeList	1	{button1}	Button	4	66	45283	0	{Button1}	1599	46882																																								
Wisconsin	1167	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1682940886994</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1167-3	60.008	1.0.0.242	1	-683244788	Full	3.0.3.80	3.0.3.80	11-26-2022	11/26/2022 8:27:06 AM	16:27:06	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	2	Button1.png	Button2.png	Button3.png	Button4.png	Redstar2.png	顏色	{button3}							2	1	2	PracticeTrialProc	PracticeList	1	{button3}	Button	4	66	49565	0	{Button3}	1741	51306																																								
Wisconsin	1167	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1682940886994</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1167-3	60.008	1.0.0.242	1	-683244788	Full	3.0.3.80	3.0.3.80	11-26-2022	11/26/2022 8:27:06 AM	16:27:06	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	3	Button1.png	Button2.png	Button3.png	Button4.png	Bluetriangle1.png	形狀	{button2}							3	1	3	PracticeTrialProc	PracticeList	1	{button2}	Button	3	67	53948	0	{Button2}	3022	56970																																								
Wisconsin	1167	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1682940886994</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1167-3	60.008	1.0.0.242	1	-683244788	Full	3.0.3.80	3.0.3.80	11-26-2022	11/26/2022 8:27:06 AM	16:27:06	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	4	Button1.png	Button2.png	Button3.png	Button4.png	greenstar2.png	形狀	{Button4}							4	1	4	PracticeTrialProc	PracticeList	1	{Button4}	Button	1	50	59580	0	{Button4}	2535	62115																																								
Wisconsin	1167	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1682940886994</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1167-3	60.008	1.0.0.242	1	-683244788	Full	3.0.3.80	3.0.3.80	11-26-2022	11/26/2022 8:27:06 AM	16:27:06	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	5	Button1.png	Button2.png	Button3.png	Button4.png	BlueCross4.png	圖案數目	{Button2}							5	1	5	PracticeTrialProc	PracticeList	1	{Button2}	Button	2	50	64712	0	{Button2}	2138	66850																																								
Wisconsin	1167	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1682940886994</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1167-3	60.008	1.0.0.242	1	-683244788	Full	3.0.3.80	3.0.3.80	11-26-2022	11/26/2022 8:27:06 AM	16:27:06	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	1	Keyboard	1	1	1				Keyboard	Practiceploc	List1	6	Button1.png	Button2.png	Button3.png	Button4.png	yellowcircle2.png	圖案數目	{Button1}							6	1	6	PracticeTrialProc	PracticeList	1	{Button1}	Button	2	50	69444	0	{Button1}	1343	70787																																								
Wisconsin	1167	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1682940886994</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1167-3	60.008	1.0.0.242	1	-683244788	Full	3.0.3.80	3.0.3.80	11-26-2022	11/26/2022 8:27:06 AM	16:27:06	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					2	1	1		BlockProc2	List2	1											1	1	1				ColorProc2	List4											1	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	Greencircle1.png				3	1	1	{Button1}	0							0	TrialProc	ColorList2							1	{Button1}	Button	3	49	77075	0	{Button1}	2999	80074	color
Wisconsin	1167	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1682940886994</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1167-3	60.008	1.0.0.242	1	-683244788	Full	3.0.3.80	3.0.3.80	11-26-2022	11/26/2022 8:27:06 AM	16:27:06	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					2	1	1		BlockProc2	List2	1											1	1	1				ColorProc2	List4											2	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	greencross4.png				4	1	2	{Button1}	0							0	TrialProc	ColorList2							0	{Button1}	Button	2	33	82657	0	{Button2}	3217	85874	color
Wisconsin	1167	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1682940886994</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1167-3	60.008	1.0.0.242	1	-683244788	Full	3.0.3.80	3.0.3.80	11-26-2022	11/26/2022 8:27:06 AM	16:27:06	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					2	1	1		BlockProc2	List2	1											1	1	1				ColorProc2	List4											3	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	yellowtriangle3.png				10	1	3	{Button2}	0							0	TrialProc	ColorList2							0	{Button2}	Button	2	33	88456	0	{Button3}	2771	91227	color
Wisconsin	1167	3	<?xml version="1.0"?>\n<Clock xmlns:dt="urn:schemas-microsoft-com:datatypes"><Description dt:dt="string">E-Prime Primary Realtime Clock</Description><StartTime><Timestamp dt:dt="int">0</Timestamp><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></StartTime><FrequencyChanges><FrequencyChange><Frequency dt:dt="r8">10000000</Frequency><Timestamp dt:dt="r8">1682940886994</Timestamp><Current dt:dt="r8">0</Current><DateUtc dt:dt="string">2022-11-26T08:27:06Z</DateUtc></FrequencyChange></FrequencyChanges></Clock>\n	Wisconsin-1167-3	60.008	1.0.0.242	1	-683244788	Full	3.0.3.80	3.0.3.80	11-26-2022	11/26/2022 8:27:06 AM	16:27:06	Keyboard	Keyboard	Keyboard	3.0.3.82	Keyboard	2					2	1	1		BlockProc2	List2	1											1	1	1				ColorProc2	List4											4	BUTTON1.png	BUTTON2.PNG	BUTTON3.png	BUTTON4.png	greentriangle2.png				6	1	4	{Button1}	0							0	TrialProc	ColorList2							1	{Button1}	Button	1	33	93805	0	{Button1}	2542	96347	color
